index,dialect,word
2405,virginia,unfitten
2406,north carolina,unfitten
2407,kentucky,unfitten
2408,tennessee,unfitten
2409,north carolina,unfitten
2410,georgia,unfitten
2411,alabama,unfitten
2412,pennsylvania,untelling
2413,west virginia,untelling
2414,maryland,untelling
2415,virginia,untelling
2416,north carolina,untelling
2417,kentucky,untelling
2418,tennessee,untelling
2419,north carolina,untelling
2420,georgia,untelling
2421,alabama,untelling
2422,pennsylvania,upscuddle
2423,west virginia,upscuddle
2424,maryland,upscuddle
2425,virginia,upscuddle
2426,north carolina,upscuddle
2427,kentucky,upscuddle
2428,tennessee,upscuddle
2429,north carolina,upscuddle
2430,georgia,upscuddle
2431,alabama,upscuddle
2432,pennsylvania,wingle
2433,west virginia,wingle
2434,maryland,wingle
2435,virginia,wingle
2436,north carolina,wingle
2437,kentucky,wingle
2438,tennessee,wingle
2439,north carolina,wingle
2440,georgia,wingle
2441,alabama,wingle
2442,pennsylvania,withouten
2443,west virginia,withouten
2444,maryland,withouten
2445,virginia,withouten
2446,north carolina,withouten
2447,kentucky,withouten
2448,tennessee,withouten
2449,north carolina,withouten
2450,georgia,withouten
2451,alabama,withouten
2452,maine,afterwash
2453,new hampshire,afterwash
2454,vermont,afterwash
2455,massachusetts,afterwash
2456,connecticut,afterwash
2457,rhode island,afterwash
2458,new york,afterwash
2459,pennsylvania,afterwash
2460,new jersey,afterwash
2461,delaware,afterwash
2462,maryland,afterwash
2463,district of columbia,afterwash
2464,virginia,afterwash
2465,north carolina,afterwash
2466,georgia,afterwash
2467,south carolina,afterwash
2468,florida,afterwash
2469,maine,baitfish
2470,new hampshire,baitfish
2471,vermont,baitfish
2472,massachusetts,baitfish
2473,connecticut,baitfish
2474,rhode island,baitfish
2475,new york,baitfish
2476,pennsylvania,baitfish
2477,new jersey,baitfish
2478,delaware,baitfish
2479,maryland,baitfish
2480,district of columbia,baitfish
2481,virginia,baitfish
2482,north carolina,baitfish
2483,georgia,baitfish
2484,south carolina,baitfish
2485,florida,baitfish
2486,maine,batfish
2487,new hampshire,batfish
2488,vermont,batfish
2489,massachusetts,batfish
2490,connecticut,batfish
2491,rhode island,batfish
2492,new york,batfish
2493,pennsylvania,batfish
2494,new jersey,batfish
2495,delaware,batfish
2496,maryland,batfish
2497,district of columbia,batfish
2498,virginia,batfish
2499,north carolina,batfish
2500,georgia,batfish
2501,south carolina,batfish
2502,florida,batfish
2503,maine,bight
2504,new hampshire,bight
2505,vermont,bight
2506,massachusetts,bight
2507,connecticut,bight
2508,rhode island,bight
2509,new york,bight
2510,pennsylvania,bight
2511,new jersey,bight
2512,delaware,bight
2513,maryland,bight
2514,district of columbia,bight
2515,virginia,bight
2516,north carolina,bight
2517,georgia,bight
2518,south carolina,bight
2519,florida,bight
2520,maine,bluegill
2521,new hampshire,bluegill
2522,vermont,bluegill
2523,massachusetts,bluegill
2524,connecticut,bluegill
2525,rhode island,bluegill
2526,new york,bluegill
2527,pennsylvania,bluegill
2528,new jersey,bluegill
2529,delaware,bluegill
2530,maryland,bluegill
2531,district of columbia,bluegill
2532,virginia,bluegill
2533,north carolina,bluegill
2534,georgia,bluegill
2535,south carolina,bluegill
2536,florida,bluegill
2537,maine,butterfish
2538,new hampshire,butterfish
2539,vermont,butterfish
2540,massachusetts,butterfish
2541,connecticut,butterfish
2542,rhode island,butterfish
2543,new york,butterfish
2544,pennsylvania,butterfish
2545,new jersey,butterfish
2546,delaware,butterfish
2547,maryland,butterfish
2548,district of columbia,butterfish
2549,virginia,butterfish
2550,north carolina,butterfish
2551,georgia,butterfish
2552,south carolina,butterfish
2553,florida,butterfish
2554,maine,commode
2555,new hampshire,commode
2556,vermont,commode
2557,massachusetts,commode
2558,connecticut,commode
2559,rhode island,commode
2560,new york,commode
2561,pennsylvania,commode
2562,new jersey,commode
2563,delaware,commode
2564,maryland,commode
2565,district of columbia,commode
2566,virginia,commode
2567,north carolina,commode
2568,georgia,commode
2569,south carolina,commode
2570,florida,commode
2571,maine,corvina
2572,new hampshire,corvina
2573,vermont,corvina
2574,massachusetts,corvina
2575,connecticut,corvina
2576,rhode island,corvina
2577,new york,corvina
2578,pennsylvania,corvina
2579,new jersey,corvina
2580,delaware,corvina
2581,maryland,corvina
2582,district of columbia,corvina
2583,virginia,corvina
2584,north carolina,corvina
2585,georgia,corvina
2586,south carolina,corvina
2587,florida,corvina
2588,maine,coverlet
2589,new hampshire,coverlet
2590,vermont,coverlet
2591,massachusetts,coverlet
2592,connecticut,coverlet
2593,rhode island,coverlet
2594,new york,coverlet
2595,pennsylvania,coverlet
2596,new jersey,coverlet
2597,delaware,coverlet
2598,maryland,coverlet
2599,district of columbia,coverlet
2600,virginia,coverlet
2601,north carolina,coverlet
2602,georgia,coverlet
2603,south carolina,coverlet
2604,florida,coverlet
2605,maine,crossbar
2606,new hampshire,crossbar
2607,vermont,crossbar
2608,massachusetts,crossbar
2609,connecticut,crossbar
2610,rhode island,crossbar
2611,new york,crossbar
2612,pennsylvania,crossbar
2613,new jersey,crossbar
2614,delaware,crossbar
2615,maryland,crossbar
2616,district of columbia,crossbar
2617,virginia,crossbar
2618,north carolina,crossbar
2619,georgia,crossbar
2620,south carolina,crossbar
2621,florida,crossbar
2622,maine,dungarees
2623,new hampshire,dungarees
2624,vermont,dungarees
2625,massachusetts,dungarees
2626,connecticut,dungarees
2627,rhode island,dungarees
2628,new york,dungarees
2629,pennsylvania,dungarees
2630,new jersey,dungarees
2631,delaware,dungarees
2632,maryland,dungarees
2633,district of columbia,dungarees
2634,virginia,dungarees
2635,north carolina,dungarees
2636,georgia,dungarees
2637,south carolina,dungarees
2638,florida,dungarees
2639,maine,eelpot
2640,new hampshire,eelpot
2641,vermont,eelpot
2642,massachusetts,eelpot
2643,connecticut,eelpot
2644,rhode island,eelpot
2645,new york,eelpot
2646,pennsylvania,eelpot
2647,new jersey,eelpot
2648,delaware,eelpot
2649,maryland,eelpot
2650,district of columbia,eelpot
2651,virginia,eelpot
2652,north carolina,eelpot
2653,georgia,eelpot
2654,south carolina,eelpot
2655,florida,eelpot
2656,maine,eelworm
2657,new hampshire,eelworm
2658,vermont,eelworm
2659,massachusetts,eelworm
2660,connecticut,eelworm
2661,rhode island,eelworm
2662,new york,eelworm
2663,pennsylvania,eelworm
2664,new jersey,eelworm
2665,delaware,eelworm
2666,maryland,eelworm
2667,district of columbia,eelworm
2668,virginia,eelworm
2669,north carolina,eelworm
2670,georgia,eelworm
2671,south carolina,eelworm
2672,florida,eelworm
2673,maine,flatfish
2674,new hampshire,flatfish
2675,vermont,flatfish
2676,massachusetts,flatfish
2677,connecticut,flatfish
2678,rhode island,flatfish
2679,new york,flatfish
2680,pennsylvania,flatfish
2681,new jersey,flatfish
2682,delaware,flatfish
2683,maryland,flatfish
2684,district of columbia,flatfish
2685,virginia,flatfish
2686,north carolina,flatfish
2687,georgia,flatfish
2688,south carolina,flatfish
2689,florida,flatfish
2690,maine,flawy
2691,new hampshire,flawy
2692,vermont,flawy
2693,massachusetts,flawy
2694,connecticut,flawy
2695,rhode island,flawy
2696,new york,flawy
2697,pennsylvania,flawy
2698,new jersey,flawy
2699,delaware,flawy
2700,maryland,flawy
2701,district of columbia,flawy
2702,virginia,flawy
2703,north carolina,flawy
2704,georgia,flawy
2705,south carolina,flawy
2706,florida,flawy
2707,maine,freshet
2708,new hampshire,freshet
2709,vermont,freshet
2710,massachusetts,freshet
2711,connecticut,freshet
2712,rhode island,freshet
2713,new york,freshet
2714,pennsylvania,freshet
2715,new jersey,freshet
2716,delaware,freshet
2717,maryland,freshet
2718,district of columbia,freshet
2719,virginia,freshet
2720,north carolina,freshet
2721,georgia,freshet
2722,south carolina,freshet
2723,florida,freshet
2724,maine,frypan
2725,new hampshire,frypan
2726,vermont,frypan
2727,massachusetts,frypan
2728,connecticut,frypan
2729,rhode island,frypan
2730,new york,frypan
2731,pennsylvania,frypan
2732,new jersey,frypan
2733,delaware,frypan
2734,maryland,frypan
2735,district of columbia,frypan
2736,virginia,frypan
2737,north carolina,frypan
2738,georgia,frypan
2739,south carolina,frypan
2740,florida,frypan
2741,maine,grassplot
2742,new hampshire,grassplot
2743,vermont,grassplot
2744,massachusetts,grassplot
2745,connecticut,grassplot
2746,rhode island,grassplot
2747,new york,grassplot
2748,pennsylvania,grassplot
2749,new jersey,grassplot
2750,delaware,grassplot
2751,maryland,grassplot
2752,district of columbia,grassplot
2753,virginia,grassplot
2754,north carolina,grassplot
2755,georgia,grassplot
2756,south carolina,grassplot
2757,florida,grassplot
2758,maine,greenhead
2759,new hampshire,greenhead
2760,vermont,greenhead
2761,massachusetts,greenhead
2762,connecticut,greenhead
2763,rhode island,greenhead
2764,new york,greenhead
2765,pennsylvania,greenhead
2766,new jersey,greenhead
2767,delaware,greenhead
2768,maryland,greenhead
2769,district of columbia,greenhead
2770,virginia,greenhead
2771,north carolina,greenhead
2772,georgia,greenhead
2773,south carolina,greenhead
2774,florida,greenhead
2775,maine,grubby
2776,new hampshire,grubby
2777,vermont,grubby
2778,massachusetts,grubby
2779,connecticut,grubby
2780,rhode island,grubby
2781,new york,grubby
2782,pennsylvania,grubby
2783,new jersey,grubby
2784,delaware,grubby
2785,maryland,grubby
2786,district of columbia,grubby
2787,virginia,grubby
2788,north carolina,grubby
2789,georgia,grubby
2790,south carolina,grubby
2791,florida,grubby
2792,maine,handiron
2793,new hampshire,handiron
2794,vermont,handiron
2795,massachusetts,handiron
2796,connecticut,handiron
2797,rhode island,handiron
2798,new york,handiron
2799,pennsylvania,handiron
2800,new jersey,handiron
2801,delaware,handiron
2802,maryland,handiron
2803,district of columbia,handiron
2804,virginia,handiron
2805,north carolina,handiron
2806,georgia,handiron
2807,south carolina,handiron
2808,florida,handiron
2809,maine,hominy
2810,new hampshire,hominy
2811,vermont,hominy
2812,massachusetts,hominy
2813,connecticut,hominy
2814,rhode island,hominy
2815,new york,hominy
2816,pennsylvania,hominy
2817,new jersey,hominy
2818,delaware,hominy
2819,maryland,hominy
2820,district of columbia,hominy
2821,virginia,hominy
2822,north carolina,hominy
2823,georgia,hominy
2824,south carolina,hominy
2825,florida,hominy
2826,maine,mantelpiece
2827,new hampshire,mantelpiece
2828,vermont,mantelpiece
2829,massachusetts,mantelpiece
2830,connecticut,mantelpiece
2831,rhode island,mantelpiece
2832,new york,mantelpiece
2833,pennsylvania,mantelpiece
2834,new jersey,mantelpiece
2835,delaware,mantelpiece
2836,maryland,mantelpiece
2837,district of columbia,mantelpiece
2838,virginia,mantelpiece
2839,north carolina,mantelpiece
2840,georgia,mantelpiece
2841,south carolina,mantelpiece
2842,florida,mantelpiece
2843,maine,muley
2844,new hampshire,muley
2845,vermont,muley
2846,massachusetts,muley
2847,connecticut,muley
2848,rhode island,muley
2849,new york,muley
2850,pennsylvania,muley
2851,new jersey,muley
2852,delaware,muley
2853,maryland,muley
2854,district of columbia,muley
2855,virginia,muley
2856,north carolina,muley
2857,georgia,muley
2858,south carolina,muley
2859,florida,muley
2860,maine,northeaster
2861,new hampshire,northeaster
2862,vermont,northeaster
2863,massachusetts,northeaster
2864,connecticut,northeaster
2865,rhode island,northeaster
2866,new york,northeaster
2867,pennsylvania,northeaster
2868,new jersey,northeaster
2869,delaware,northeaster
2870,maryland,northeaster
2871,district of columbia,northeaster
2872,virginia,northeaster
2873,north carolina,northeaster
2874,georgia,northeaster
2875,south carolina,northeaster
2876,florida,northeaster
2877,maine,northwester
2878,new hampshire,northwester
2879,vermont,northwester
2880,massachusetts,northwester
2881,connecticut,northwester
2882,rhode island,northwester
2883,new york,northwester
2884,pennsylvania,northwester
2885,new jersey,northwester
2886,delaware,northwester
2887,maryland,northwester
2888,district of columbia,northwester
2889,virginia,northwester
2890,north carolina,northwester
2891,georgia,northwester
2892,south carolina,northwester
2893,florida,northwester
2894,maine,oxeye
2895,new hampshire,oxeye
2896,vermont,oxeye
2897,massachusetts,oxeye
2898,connecticut,oxeye
2899,rhode island,oxeye
2900,new york,oxeye
2901,pennsylvania,oxeye
2902,new jersey,oxeye
2903,delaware,oxeye
2904,maryland,oxeye
2905,district of columbia,oxeye
2906,virginia,oxeye
2907,north carolina,oxeye
2908,georgia,oxeye
2909,south carolina,oxeye
2910,florida,oxeye
2911,maine,pussley
2912,new hampshire,pussley
2913,vermont,pussley
2914,massachusetts,pussley
2915,connecticut,pussley
2916,rhode island,pussley
2917,new york,pussley
2918,pennsylvania,pussley
2919,new jersey,pussley
2920,delaware,pussley
2921,maryland,pussley
2922,district of columbia,pussley
2923,virginia,pussley
2924,north carolina,pussley
2925,georgia,pussley
2926,south carolina,pussley
2927,florida,pussley
2928,maine,seesaw
2929,new hampshire,seesaw
2930,vermont,seesaw
2931,massachusetts,seesaw
2932,connecticut,seesaw
2933,rhode island,seesaw
2934,new york,seesaw
2935,pennsylvania,seesaw
2936,new jersey,seesaw
2937,delaware,seesaw
2938,maryland,seesaw
2939,district of columbia,seesaw
2940,virginia,seesaw
2941,north carolina,seesaw
2942,georgia,seesaw
2943,south carolina,seesaw
2944,florida,seesaw
2945,maine,shivaree
2946,new hampshire,shivaree
2947,vermont,shivaree
2948,massachusetts,shivaree
2949,connecticut,shivaree
2950,rhode island,shivaree
2951,new york,shivaree
2952,pennsylvania,shivaree
2953,new jersey,shivaree
2954,delaware,shivaree
2955,maryland,shivaree
2956,district of columbia,shivaree
2957,virginia,shivaree
2958,north carolina,shivaree
2959,georgia,shivaree
2960,south carolina,shivaree
2961,florida,shivaree
2962,maine,shool
2963,new hampshire,shool
2964,vermont,shool
2965,massachusetts,shool
2966,connecticut,shool
2967,rhode island,shool
2968,new york,shool
2969,pennsylvania,shool
2970,new jersey,shool
2971,delaware,shool
2972,maryland,shool
2973,district of columbia,shool
2974,virginia,shool
2975,north carolina,shool
2976,georgia,shool
2977,south carolina,shool
2978,florida,shool
2979,maine,silversides
2980,new hampshire,silversides
2981,vermont,silversides
2982,massachusetts,silversides
2983,connecticut,silversides
2984,rhode island,silversides
2985,new york,silversides
2986,pennsylvania,silversides
2987,new jersey,silversides
2988,delaware,silversides
2989,maryland,silversides
2990,district of columbia,silversides
2991,virginia,silversides
2992,north carolina,silversides
2993,georgia,silversides
2994,south carolina,silversides
2995,florida,silversides
2996,maine,thisaway
2997,new hampshire,thisaway
2998,vermont,thisaway
2999,massachusetts,thisaway
3000,connecticut,thisaway
3001,rhode island,thisaway
3002,new york,thisaway
3003,pennsylvania,thisaway
3004,new jersey,thisaway
3005,delaware,thisaway
3006,maryland,thisaway
3007,district of columbia,thisaway
3008,virginia,thisaway
3009,north carolina,thisaway
3010,georgia,thisaway
3011,south carolina,thisaway
3012,florida,thisaway
3013,maine,thoroughfare
3014,new hampshire,thoroughfare
3015,vermont,thoroughfare
3016,massachusetts,thoroughfare
3017,connecticut,thoroughfare
3018,rhode island,thoroughfare
3019,new york,thoroughfare
3020,pennsylvania,thoroughfare
3021,new jersey,thoroughfare
3022,delaware,thoroughfare
3023,maryland,thoroughfare
3024,district of columbia,thoroughfare
3025,virginia,thoroughfare
3026,north carolina,thoroughfare
3027,georgia,thoroughfare
3028,south carolina,thoroughfare
3029,florida,thoroughfare
3030,nebraska,
3031,kansas,
3032,missouri,
3033,oklahoma,
3034,arkansas,
3035,nebraska,doodlebug
3036,kansas,doodlebug
3037,missouri,doodlebug
3038,oklahoma,doodlebug
3039,arkansas,doodlebug
3040,nebraska,dray
3041,kansas,dray
3042,missouri,dray
3043,oklahoma,dray
3044,arkansas,dray
3045,nebraska,fishworm
3046,kansas,fishworm
3047,missouri,fishworm
3048,oklahoma,fishworm
3049,arkansas,fishworm
3050,nebraska,kinfolk
3051,kansas,kinfolk
3052,missouri,kinfolk
3053,oklahoma,kinfolk
3054,arkansas,kinfolk
3055,nebraska,scissortail
3056,kansas,scissortail
3057,missouri,scissortail
3058,oklahoma,scissortail
3059,arkansas,scissortail
3060,nebraska,smartweed
3061,kansas,smartweed
3062,missouri,smartweed
3063,oklahoma,smartweed
3064,arkansas,smartweed
3065,nebraska,soddy
3066,kansas,soddy
3067,missouri,soddy
3068,oklahoma,soddy
3069,arkansas,soddy
3070,nebraska,sooey
3071,kansas,sooey
3072,missouri,sooey
3073,oklahoma,sooey
3074,arkansas,sooey
3075,nebraska,trotline
3076,kansas,trotline
3077,missouri,trotline
3078,oklahoma,trotline
3079,arkansas,trotline
3080,nebraska,tush
3081,kansas,tush
3082,missouri,tush
3083,oklahoma,tush
3084,arkansas,tush
3085,nebraska,whaley
3086,kansas,whaley
3087,missouri,whaley
3088,oklahoma,whaley
3089,arkansas,whaley
3090,pennsylvania,alewife
3091,delaware,alewife
3092,new jersey,alewife
3093,maryland,alewife
3094,district of columbia,alewife
3095,virginia,alewife
3096,pennsylvania,antymire
3097,delaware,antymire
3098,new jersey,antymire
3099,maryland,antymire
3100,district of columbia,antymire
3101,virginia,antymire
3102,pennsylvania,baitfish
3103,delaware,baitfish
3104,new jersey,baitfish
3105,maryland,baitfish
3106,district of columbia,baitfish
3107,virginia,baitfish
3108,pennsylvania,barefooted
3109,delaware,barefooted
3110,new jersey,barefooted
3111,maryland,barefooted
3112,district of columbia,barefooted
3113,virginia,barefooted
3114,pennsylvania,barrack
3115,delaware,barrack
3116,new jersey,barrack
3117,maryland,barrack
3118,district of columbia,barrack
3119,virginia,barrack
3120,pennsylvania,bateau
3121,delaware,bateau
3122,new jersey,bateau
3123,maryland,bateau
3124,district of columbia,bateau
3125,virginia,bateau
3126,pennsylvania,blackfish
3127,delaware,blackfish
3128,new jersey,blackfish
3129,maryland,blackfish
3130,district of columbia,blackfish
3131,virginia,blackfish
3132,pennsylvania,bloodworm
3133,delaware,bloodworm
3134,new jersey,bloodworm
3135,maryland,bloodworm
3136,district of columbia,bloodworm
3137,virginia,bloodworm
3138,pennsylvania,bugeye
3139,delaware,bugeye
3140,new jersey,bugeye
3141,maryland,bugeye
3142,district of columbia,bugeye
3143,virginia,bugeye
3144,pennsylvania,chicory
3145,delaware,chicory
3146,new jersey,chicory
3147,maryland,chicory
3148,district of columbia,chicory
3149,virginia,chicory
3150,pennsylvania,cruller
3151,delaware,cruller
3152,new jersey,cruller
3153,maryland,cruller
3154,district of columbia,cruller
3155,virginia,cruller
3156,pennsylvania,doughball
3157,delaware,doughball
3158,new jersey,doughball
3159,maryland,doughball
3160,district of columbia,doughball
3161,virginia,doughball
3162,pennsylvania,escarole
3163,delaware,escarole
3164,new jersey,escarole
3165,maryland,escarole
3166,district of columbia,escarole
3167,virginia,escarole
3168,pennsylvania,fastland
3169,delaware,fastland
3170,new jersey,fastland
3171,maryland,fastland
3172,district of columbia,fastland
3173,virginia,fastland
3174,pennsylvania,fyke
3175,delaware,fyke
3176,new jersey,fyke
3177,maryland,fyke
3178,district of columbia,fyke
3179,virginia,fyke
3180,pennsylvania,heaves
3181,delaware,heaves
3182,new jersey,heaves
3183,maryland,heaves
3184,district of columbia,heaves
3185,virginia,heaves
3186,pennsylvania,hogchoker
3187,delaware,hogchoker
3188,new jersey,hogchoker
3189,maryland,hogchoker
3190,district of columbia,hogchoker
3191,virginia,hogchoker
3192,pennsylvania,holey
3193,delaware,holey
3194,new jersey,holey
3195,maryland,holey
3196,district of columbia,holey
3197,virginia,holey
3198,pennsylvania,howsomever
3199,delaware,howsomever
3200,new jersey,howsomever
3201,maryland,howsomever
3202,district of columbia,howsomever
3203,virginia,howsomever
3204,pennsylvania,huckster
3205,delaware,huckster
3206,new jersey,huckster
3207,maryland,huckster
3208,district of columbia,huckster
3209,virginia,huckster
3210,pennsylvania,hummock
3211,delaware,hummock
3212,new jersey,hummock
3213,maryland,hummock
3214,district of columbia,hummock
3215,virginia,hummock
3216,pennsylvania,kindling
3217,delaware,kindling
3218,new jersey,kindling
3219,maryland,kindling
3220,district of columbia,kindling
3221,virginia,kindling
3222,pennsylvania,loggerhead
3223,delaware,loggerhead
3224,new jersey,loggerhead
3225,maryland,loggerhead
3226,district of columbia,loggerhead
3227,virginia,loggerhead
3228,pennsylvania,musquash
3229,delaware,musquash
3230,new jersey,musquash
3231,maryland,musquash
3232,district of columbia,musquash
3233,virginia,musquash
3234,pennsylvania,newground
3235,delaware,newground
3236,new jersey,newground
3237,maryland,newground
3238,district of columbia,newground
3239,virginia,newground
3240,pennsylvania,newsy
3241,delaware,newsy
3242,new jersey,newsy
3243,maryland,newsy
3244,district of columbia,newsy
3245,virginia,newsy
3246,pennsylvania,penknife
3247,delaware,penknife
3248,new jersey,penknife
3249,maryland,penknife
3250,district of columbia,penknife
3251,virginia,penknife
3252,pennsylvania,podunk
3253,delaware,podunk
3254,new jersey,podunk
3255,maryland,podunk
3256,district of columbia,podunk
3257,virginia,podunk
3258,pennsylvania,pooey
3259,delaware,pooey
3260,new jersey,pooey
3261,maryland,pooey
3262,district of columbia,pooey
3263,virginia,pooey
3264,pennsylvania,railbird
3265,delaware,railbird
3266,new jersey,railbird
3267,maryland,railbird
3268,district of columbia,railbird
3269,virginia,railbird
3270,pennsylvania,reedbird
3271,delaware,reedbird
3272,new jersey,reedbird
3273,maryland,reedbird
3274,district of columbia,reedbird
3275,virginia,reedbird
3276,pennsylvania,sandburr
3277,delaware,sandburr
3278,new jersey,sandburr
3279,maryland,sandburr
3280,district of columbia,sandburr
3281,virginia,sandburr
3282,pennsylvania,sandworm
3283,delaware,sandworm
3284,new jersey,sandworm
3285,maryland,sandworm
3286,district of columbia,sandworm
3287,virginia,sandworm
3288,pennsylvania,scoot
3289,delaware,scoot
3290,new jersey,scoot
3291,maryland,scoot
3292,district of columbia,scoot
3293,virginia,scoot
3294,pennsylvania,scrapple
3295,delaware,scrapple
3296,new jersey,scrapple
3297,maryland,scrapple
3298,district of columbia,scrapple
3299,virginia,scrapple
3300,pennsylvania,shoestring
3301,delaware,shoestring
3302,new jersey,shoestring
3303,maryland,shoestring
3304,district of columbia,shoestring
3305,virginia,shoestring
3306,maryland,biter
3307,virginia,biter
3308,maryland,brogan
3309,virginia,brogan
3310,maryland,bugeye
3311,virginia,bugeye
3312,maryland,doubler
3313,virginia,doubler
3314,maryland,maulhead
3315,virginia,maulhead
3316,maryland,mudlark
3317,virginia,mudlark
3318,maryland,progger
3319,virginia,progger
3320,maryland,skipjack
3321,virginia,skipjack
3322,maryland,sook
3323,virginia,sook
3324,maryland,tippet
3325,virginia,tippet
3326,maryland,whitebelly
3327,virginia,whitebelly
3328,delaware,baseborn
3329,maryland,baseborn
3330,virginia,baseborn
3331,delaware,bullnose
3332,maryland,bullnose
3333,virginia,bullnose
3334,delaware,cowsucker
3335,maryland,cowsucker
3336,virginia,cowsucker
3337,delaware,cubbie
3338,maryland,cubbie
3339,virginia,cubbie
3340,delaware,hardhead
3341,maryland,hardhead
3342,virginia,hardhead
3343,delaware,maninose
3344,maryland,maninose
3345,virginia,maninose
3346,delaware,pipjenny
3347,maryland,pipjenny
3348,virginia,pipjenny
3349,delaware,pungey
3350,maryland,pungey
3351,virginia,pungey
3352,delaware,rattler
3353,maryland,rattler
3354,virginia,rattler
3355,delaware,shat
3356,maryland,shat
3357,virginia,shat
3358,delaware,tump
3359,maryland,tump
3360,virginia,tump
3361,california,bushnut
3362,arizona,bushnut
3363,new mexico,bushnut
3364,california,datil
3365,arizona,datil
3366,new mexico,datil
3367,california,ghostflower
3368,arizona,ghostflower
3369,new mexico,ghostflower
3370,california,hediondilla
3371,arizona,hediondilla
3372,new mexico,hediondilla
3373,california,inmortal
3374,arizona,inmortal
3375,new mexico,inmortal
3376,california,palmilla
3377,arizona,palmilla
3378,new mexico,palmilla
3379,minnesota,alewife
3380,wisconsin,alewife
3381,michigan,alewife
3382,illinois,alewife
3383,indiana,alewife
3384,ohio,alewife
3385,pennsylvania,alewife
3386,new york,alewife
3387,minnesota,beelzebub
3388,wisconsin,beelzebub
3389,michigan,beelzebub
3390,illinois,beelzebub
3391,indiana,beelzebub
3392,ohio,beelzebub
3393,pennsylvania,beelzebub
3394,new york,beelzebub
3395,minnesota,berm
3396,wisconsin,berm
3397,michigan,berm
3398,illinois,berm
3399,indiana,berm
3400,ohio,berm
3401,pennsylvania,berm
3402,new york,berm
3403,minnesota,blat
3404,wisconsin,blat
3405,michigan,blat
3406,illinois,blat
3407,indiana,blat
3408,ohio,blat
3409,pennsylvania,blat
3410,new york,blat
3411,minnesota,bloater
3412,wisconsin,bloater
3413,michigan,bloater
3414,illinois,bloater
3415,indiana,bloater
3416,ohio,bloater
3417,pennsylvania,bloater
3418,new york,bloater
3419,minnesota,breakwall
3420,wisconsin,breakwall
3421,michigan,breakwall
3422,illinois,breakwall
3423,indiana,breakwall
3424,ohio,breakwall
3425,pennsylvania,breakwall
3426,new york,breakwall
3427,minnesota,bromegrass
3428,wisconsin,bromegrass
3429,michigan,bromegrass
3430,illinois,bromegrass
3431,indiana,bromegrass
3432,ohio,bromegrass
3433,pennsylvania,bromegrass
3434,new york,bromegrass
3435,minnesota,bumfoozle
3436,wisconsin,bumfoozle
3437,michigan,bumfoozle
3438,illinois,bumfoozle
3439,indiana,bumfoozle
3440,ohio,bumfoozle
3441,pennsylvania,bumfoozle
3442,new york,bumfoozle
3443,minnesota,canaller
3444,wisconsin,canaller
3445,michigan,canaller
3446,illinois,canaller
3447,indiana,canaller
3448,ohio,canaller
3449,pennsylvania,canaller
3450,new york,canaller
3451,minnesota,dogfish
3452,wisconsin,dogfish
3453,michigan,dogfish
3454,illinois,dogfish
3455,indiana,dogfish
3456,ohio,dogfish
3457,pennsylvania,dogfish
3458,new york,dogfish
3459,minnesota,eelpout
3460,wisconsin,eelpout
3461,michigan,eelpout
3462,illinois,eelpout
3463,indiana,eelpout
3464,ohio,eelpout
3465,pennsylvania,eelpout
3466,new york,eelpout
3467,minnesota,friedcake
3468,wisconsin,friedcake
3469,michigan,friedcake
3470,illinois,friedcake
3471,indiana,friedcake
3472,ohio,friedcake
3473,pennsylvania,friedcake
3474,new york,friedcake
3475,minnesota,gaup
3476,wisconsin,gaup
3477,michigan,gaup
3478,illinois,gaup
3479,indiana,gaup
3480,ohio,gaup
3481,pennsylvania,gaup
3482,new york,gaup
3483,minnesota,goshawk
3484,wisconsin,goshawk
3485,michigan,goshawk
3486,illinois,goshawk
3487,indiana,goshawk
3488,ohio,goshawk
3489,pennsylvania,goshawk
3490,new york,goshawk
3491,minnesota,hardhead
3492,wisconsin,hardhead
3493,michigan,hardhead
3494,illinois,hardhead
3495,indiana,hardhead
3496,ohio,hardhead
3497,pennsylvania,hardhead
3498,new york,hardhead
3499,minnesota,hepatica
3500,wisconsin,hepatica
3501,michigan,hepatica
3502,illinois,hepatica
3503,indiana,hepatica
3504,ohio,hepatica
3505,pennsylvania,hepatica
3506,new york,hepatica
3507,minnesota,kielbasa
3508,wisconsin,kielbasa
3509,michigan,kielbasa
3510,illinois,kielbasa
3511,indiana,kielbasa
3512,ohio,kielbasa
3513,pennsylvania,kielbasa
3514,new york,kielbasa
3515,minnesota,kiyi
3516,wisconsin,kiyi
3517,michigan,kiyi
3518,illinois,kiyi
3519,indiana,kiyi
3520,ohio,kiyi
3521,pennsylvania,kiyi
3522,new york,kiyi
3523,minnesota,klatch
3524,wisconsin,klatch
3525,michigan,klatch
3526,illinois,klatch
3527,indiana,klatch
3528,ohio,klatch
3529,pennsylvania,klatch
3530,new york,klatch
3531,minnesota,lobber
3532,wisconsin,lobber
3533,michigan,lobber
3534,illinois,lobber
3535,indiana,lobber
3536,ohio,lobber
3537,pennsylvania,lobber
3538,new york,lobber
3539,minnesota,longjaw
3540,wisconsin,longjaw
3541,michigan,longjaw
3542,illinois,longjaw
3543,indiana,longjaw
3544,ohio,longjaw
3545,pennsylvania,longjaw
3546,new york,longjaw
3547,minnesota,massasauga
3548,wisconsin,massasauga
3549,michigan,massasauga
