BETH,NA,Mhm
ROSEMARY,NA,H
BETH,NA,Could be
SHERRY,NA,Hx
BETH,NA,She didn't say anything about that
ROSEMARY,NA,See I never had that H But Grandmom did
BETH,NA,SLURP
ROSEMARY,NA,When she was pregnant with me
SHERRY,NA,Oh she did TSK Oh
BETH,NA,SLURP
SHERRY,NA,Were you big When you were born
ROSEMARY,NA,TSK H Seven thirteen
SHERRY,NA,Oh so she didn't have one of those classic signs of diabetes
ROSEMARY,NA,Nope H y f usually don't on your first baby
BETH,NA,See but I did
ROSEMARY,NA,H But your babies were late Beth my babies none of my babies were late
BETH,NA,Yeah but Laura was still big Even
SHERRY,NA,That's what Mom's hoping that it means it doesn't mean anything about having diabetes
BETH,NA,Oh
ROSEMARY,NA,I know H
SHERRY,NA,Hx
ROSEMARY,NA,Laura Uh d Laura is
BETH,NA,I mean Laura was big  anyhow
ROSEMARY,NA,was big would've been big anyway even if she had been on time
BETH,NA,Cause she was big from the very beginning
ROSEMARY,NA,Yeah
BETH,NA,I mean I went in at twelve weeks and he said this is a big baby or twins
ROSEMARY,NA,TSK Right
SHERRY,NA,Yeah
ROSEMARY,NA,TSK
BETH,NA,So she was SNIFF
ROSEMARY,NA,Hx
BETH,NA,Bill said t last night he said H something about the next kid I says Bill I don't want any more kids I'm kidded out He says H he looks at me and he goes TSK H VOX Beth nothing ever flaps you VOX H I said y
SHERRY,NA,WH WH
BETH,NA,H now that's not true he said you could have six kids and you would just be calm and cool
SHERRY,NA,
BETH,NA,and just be Beth
SHERRY,NA,@You go VOX guess what Bill you're wrong VOX
BETH,NA,H
SHERRY,NA,@H H
BETH,NA,But now Sunday just about did it
SHERRY,NA,I wouldn't be Beth
ROSEMARY,NA,Hx
SHERRY,NA,@@
BETH,NA,
SHERRY,NA,H VOX I wouldn't be Beth anymore VOX
BETH,NA,H
SHERRY,NA, H
ROSEMARY,NA,What happened Sunday
BETH,NA,Oh I just about had it With Anna and Sharon P<X And I X>P told Sharon
SHERRY,NA,What they were just
ROSEMARY,NA,H What were they doing
BETH,NA,They were Mostly Sharon got on X her X bandwagon about Missus Jackson and I just about came un
ROSEMARY,NA,About who
SHERRY,NA,Missus Jackson
BETH,NA,Jean Jackson
ROSEMARY,NA,Oh I didn't hear anything about it
BETH,NA,XXXX H No you'd left
ROSEMARY,NA,H Oh
SHERRY,NA,It was later
ROSEMARY,NA,well tell me about it
BETH,NA,Hx
ROSEMARY,NA,Cause I hadn't heard all of this
BETH,NA,H She was saying that
SHERRY,NA,H
BETH,NA,TSK H that that we were talking about um different students being held back for different reasons and that H about children being put oh I was telling her about that one of your girls read at such a low level X that X really should have been SNIFF and they said well why didn't they put her in remedial and I said well I don't know but
ROSEMARY,NA,She was in remedial
BETH,NA,Well Hx H I said for one thing
ROSEMARY,NA,Hx
BETH,NA,they can't put em in remedial without the parents consent And then the whole thing about that Greg went through in the first part of second grade his first H and she was so upset because
SHERRY,NA,What happened What happened
BETH,NA,They wanted to test him for a remedial class
SHERRY,NA,Who Greg
BETH,NA,Greg
SHERRY,NA,Yeah
ROSEMARY,NA,H It isn't a remedial class
SHERRY,NA,They wanted to test him
ROSEMARY,NA,it's called resource room
BETH,NA,Okay
SHERRY,NA,Yeah I know
BETH,NA,resource room
SHERRY,NA,But
BETH,NA,Whatever
SHERRY,NA,just a reme-
ROSEMARY,NA,And she wouldn't let em
SHERRY,NA,One
BETH,NA,H Well she never did anything about it But she was telling Anna
SHERRY,NA,They never tested him
BETH,NA,that Missus Jackson
SHERRY,NA,or they did
BETH,NA,H demanded he go into the resource room H I said Sharon that's not right H I said she suggested he be tested for it That's two different things That was the first thing I said H And then she was saying TSK H VOX well she just didn't do Greg any good VOX X You know X and I just about I didn't
ROSEMARY,NA,SNIFF
BETH,NA,I didn't b but I you know I told Bill later I said H Greg learned more from Missus Jackson than he ever learned from Missus Meyer
ROSEMARY,NA,TSK Oh well Probably
BETH,NA,Because H he tried harder for her
ROSEMARY,NA,Mhm
BETH,NA,You know And he really
ROSEMARY,NA,Here's our lunch finally
BETH,NA,H And he he made a complete sw not complete but he'd im Made a big improvement
ROSEMARY,NA,Mhm
SHERRY,NA,Mm
JAMIE,NA,The Caesar salad with the kebabs
SHERRY,NA,Hm
BETH,NA,That was mine
JAMIE,NA,Okay he made the kebabs a little bit bigger than I regular and I made the salad a little bigger so we put em on separate plates
BETH,NA,Oh wow
SHERRY,NA,@Hx H
BETH,NA,X And X I'm gonna get full then hunh
SHERRY,NA,What a deal
ROSEMARY,NA,I had the croissant Mm Thank you
SHERRY,NA,Thanks
BETH,NA,And
JAMIE,NA,Is everything alright now
ROSEMARY,NA,Looks fine
BETH,NA,Looks delicious
SHERRY,NA,Looks good
JAMIE,NA,Okay great
BETH,NA,Thank you So and that was
ROSEMARY,NA,Mm
BETH,NA,that kind of I mean she was going
SHERRY,NA,Bugged you
BETH,NA,and then she said she says well H X and if X She Missus Jackson is still there when Doug gets to second grade VOX she's not gonna get her hands on him VOX
SHERRY,NA,Oh brother
BETH,NA,and I said Greg Doug would probably do wonderful in her class Greg did w r finally did well H Well and for one thing it bothered me because Anna takes ahold of something like that and doesn't let go H And Sharon doesn't even think about what she's saying She just starts y VOX nya-nya-nya-nya VOX and I was just
ROSEMARY,NA,H You should tell SWALLOW TSK Sharon that principals do not take kindly to parents telling em what room they want their kids in H
SHERRY,NA,Mm
BETH,NA,I thought boy They oughta put Doug in there just to show her
SHERRY,NA,
BETH,NA,Mm
ROSEMARY,NA,Sh probably just as well I'm not having Doug
BETH,NA,Well she just
ROSEMARY,NA,I mean Greg
BETH,NA,There's just the whole attitude That
SHERRY,NA,Hx@Hx@Hx What what grade is Doug in
ROSEMARY,NA,He's starting first next year In kindergarten this year
SHERRY,NA,Hm Hm
BETH,NA,But you know like she knows so much about it You know I said probably that one day the The teacher and you both just had a bad day and it came off X on X
SHERRY,NA,Yeah
ROSEMARY,NA,Probably just as well I wasn't there
SHERRY,NA,Hx
BETH,NA,Oh I was COUGH I told Bill I had several things I wanted to say and I probably would've if Anna wouldn't've been there
SHERRY,NA,
BETH,NA,COUGH COUGH COUGH But I watch myself a lot closer around her COUGH COUGH COUGH COUGH COUGH M THROAT THROAT THROAT
ROSEMARY,NA,This is good clam chowder but it's not as good as Uncle Don made
SHERRY,NA,He made some Oh after they had gone clamming
ROSEMARY,NA,X One of those X
BETH,NA,THROAT You know I don't think Sharon would've said it if you'd've been around
ROSEMARY,NA,She better not
SHERRY,NA,Uncle Don made it
ROSEMARY,NA,H
SHERRY,NA,After you w
ROSEMARY,NA,H Yeah but
SHERRY,NA,they went clamming
ROSEMARY,NA,surprisingly enough Sherry H it didn't taste real clammy
SHERRY,NA,Really
ROSEMARY,NA,Mhm
SHERRY,NA,Hm
BETH,NA,Yeah it wasn't all that good
ROSEMARY,NA,Well it was good but it didn't
SHERRY,NA,Yeah what's the use of having clam chowder
ROSEMARY,NA,it wa didn't
SHERRY,NA,if it doesn't taste like clam
ROSEMARY,NA,Because evidently fresh clams don't haven't developed a real strong flavor yet
BETH,NA,Hunh-unh
SHERRY,NA,How do they get their flavor Being canned or something
ROSEMARY,NA,TSK I would think so
SHERRY,NA,Oh Hm
BETH,NA,X And X refrigerated
SHERRY,NA,Mm
ROSEMARY,NA,Just aging H
SHERRY,NA,Hm
BETH,NA,Um hm
ROSEMARY,NA,SLURP TSK Oh I had a s soupspoon and didn't see it Till just now
SHERRY,NA,Hx
ROSEMARY,NA,Oh well
